,content,score,clean_content,sentiment
4042,"tiktok udhh mkin bgus bnget sih,tpj knp di aku filterr yang 4 kotakk itu gakk ada yaa mau di jadiin empatt kotakk tpii dia cari""filternya udh gak ada smgaa adaa yang jawab",5,tiktok udhh mkin bgus bnget sihtpj filterr kotakk gakk yaa jadiin empatt kotakk tpii carifilternya smgaa adaa,2
4043,Sangat membantu dan menyenangkan semoga semakin succes dan terus berkembang menjadi yang terbaik 👍🤝🙂,5,membantu menyenangkan semoga succes berkembang terbaik,2
4044,"App sangat bagus dan puas menggunakannya,,dapat menjangkau semua negara yang menggunakan tiktok",5,app bagus puas menggunakannyadapat menjangkau negara tiktok,2
4045,"Di apdet bukanya lebih baik malah makin ribet, pengen masuk juga malah ga balik lagi balik lagi, kadang elor mau masuk juga",1,apdet bukanya ribet pengen masuk kadang elor masuk,0
4046,Bagus sih bisa nonton pas lagi gabut tapi benerin lagi ya setiap aku mau buka tiktok nge bag mulu,5,bagus sih nonton pa gabut benerin ya buka tiktok nge bag mulu,2
4047,Sering nge bug. Ga mau di buka. Pokoknya jelek bgt skrg tiktok,1,nge bug ga buka pokoknya jelek banget tiktok,0
4048,"Tolong tambahin fitur hapus pesan di tiktok biar ga cape hapus satu persatu, tambahin juga fitur hapus pesan di TikTok shop biar ga Menuhin kotak masuk",4,tolong tambahin fitur hapus pesan tiktok cape hapus persatu tambahin fitur hapus pesan tiktok shop menuhin kotak masuk,2
4049,Setelah update gak bisa dibuka tolong ya min dibenerin,2,update dibuka tolong ya min dibenerin,0
4050,Apalah... Dikit dikit pelanggaran. Tolong dong algoritmanya benerin. Masa harus banding terus setiap komen. KONTOLLLLL,1,apalah dikit dikit pelanggaran tolong algoritmanya benerin banding komen kontolll,0
4051,"Aplikasinya bagus tapi,sering muncul iklan tiba""",3,,1
4052,Tiktok sudah agak rusak.masak vollers saya sudah 1k masih belum bisa live . Tolong ya tiktok di perbaiki 🙏🏻🙏🏻,1,tiktok rusakmasak vollers live tolong ya tiktok perbaiki,0
4053,Bagiku lumayan bagus tapi lag nya kebanyakan aku gak tau ini gara-gara aplikasinya atau dari internet ku tapi mantaplah!,3,bagiku lumayan bagus lag nya kebanyakan garagara aplikasinya internet ku mantaplah,1
4054,"Aplikasi tiktok baperan, dikit dikit kena pelanggaran dikit pelanggaran, tolong beri pengguna itu nyaman dengan kebebasan mereka berinteraksi, kecuali kekerasan dan seks itu baru kena pelanggaran, ini mah ngeroko kena panduan ngobrol keras dikit pelanggaran,bubarin aja aplikasi tiktok ini?",1,aplikasi tiktok baperan dikit dikit kena pelanggaran dikit pelanggaran tolong pengguna nyaman kebebasan berinteraksi kecuali kekerasan seks kena pelanggaran mah ngeroko kena panduan ngobrol kera dikit pelanggaranbubarin aplikasi tiktok,0
4055,setelah 4thnan pake tiktok baru kali ini kecewa soalnya barusan lagi scrol² malah layar vidionya hijau,2,thnan pake tiktok kali kecewa barusan scrol layar vidionya hijau,0
4056,"Tolong fitur foto menggunakan akun lama di benarkan, di update malah ilang fiturnya😤",5,tolong fitur foto akun benarkan update ilang fiturnya,2
4057,"sangat bagus, tapi kenapa ya sudah saya update tapi tidak ada fitur kirim foto",5,bagus ya update fitur kirim foto,2
4058,Dasar tiktok ada penjual barang yg tidak sesuai iklan aneh mahal ongkirnya jadi 3 lipat harga,1,dasar tiktok penjual barang yg sesuai iklan aneh mahal ongkirnya lipat harga,0
4059,Terlalu banyak update nya jadi banyak fitur yg hilang dan juga sering lelet,2,update nya fitur yg hilang lelet,0
4060,"Tolong di perbaiki yang masalah buka tiktok nya, mau buka gak bisa harus download ulang trus",1,tolong perbaiki buka tiktok nya buka download ulang trus,0
4061,"Bagus & menarik untuk di tonton,,,klu pengen blaja juga ready",5,bagus menarik tontonklu pengen blaja ready,2
4062,"Bagus,bisa menghibur orang2 dan bisa berkreasi bg yg mempunyai bakat.",4,bagusbisa menghibur orang berkreasi bg yg bakat,2
4063,Ini apk kalau bisa hilang dari Indonesia. Masak 1 Minggu update 2x kan apk asu ini,1,aplikasi hilang indonesia masak minggu update aplikasi asu,0
4064,"perbaikin lah bug nya,saya setuap hari download tiktok terus hadeh,bug stuck logo bikin hp hank",1,perbaikin bug nyasaya setuap download tiktok hadehbug stuck logo bikin hp hank,0
4065,"menurut saya, aplikasi nya sangat bagus.Akan tetapi selalu ada bug",4,aplikasi nya bagusakan bug,2
4066,Saya kecewa karna aaplikasi nya mirip tiktok lite tokonya gk ada harus update trus,1,kecewa karna aaplikasi nya tiktok lite tokonya gk update trus,0
4067,Keseringan update tapi masih banyak bug☹️kesa nya kyk ngabisin kuota aja,3,keseringan update bugkesa nya kyk ngabisin kuota,1
4068,"Dunia tik tok merupakan tempat hiburan, ilmu pengetahuan, pengalaman&bertukar pikiran Best for you",5,dunia tik tok hiburan ilmu pengetahuan pengalamanbertukar pikiran best for you,2
4069,"Kenapa fitur posting ulang ga adannn sih minn,coba diperbaiki lagiii",3,fitur mengunggah ulang adan sih minncoba diperbaiki lagi,1
4070,Sampah bug nya najis mau buka tiktok tapi keluar terus dari apk nya kan tolol,1,sampah bug nya najis buka tiktok aplikasi nya tolol,0
4071,Aplikasi ini bukan sekedar buat hiburan tapi juga bagus buat saya yg suka belanja,5,aplikasi sekedar hiburan bagus yg suka belanja,2
4072,Bug nya banyak banget masak saya baru masuk ke tiktok langsung keluar,1,bug nya banget masak masuk tiktok langsung,0
4073,"4 star aza dulu, aplikasi yang bagus dan terlengkap. Rugi gak di download sama"" Teman.",4,star aza aplikasi bagus terlengkap rugi download teman,2
4074,Sangat bagus untuk carai kawan baru dan dapat mningkatkan penghasilan,5,bagus carai kawan mningkatkan penghasilan,2
4075,"Ini apasih, hampir 2 Minggu sekali update Mana pas update ada bug",1,apasih minggu update pa update bug,0
4076,Mantap lancarkan mudah untuk membuat konten hiburan terimakasih,5,mantap lancarkan mudah konten hiburan terimakasih,2
4077,"bagus bgt sihh, tapi update mulu di gw anj, mana kadang ga bisa di buka,",4,bagus banget sihh update mulu anj kadang buka,2
4078,"Tiktok kaga jelas,live nerbangin layangan malam"" di sorotin pake lampu motor malah kena pelanggaran tidak bisa live,di ajukan bandi tidak di setujui,kaga jelas banget cuk totok berpihak pada bakol pentil",1,tiktok kaga jelaslive nerbangin layangan malam sorotin pake lampu motor kena pelanggaran livedi ajukan bandi setujuikaga banget cuk totok berpihak bakol pentil,0
4079,Stiap masuk keluar sendiri kadang gk bisa masuk lama2 bikin emosi,1,stiap masuk kadang gk masuk bikin emosi,0
4080,Cukupmemuaskan dan Bagus tuk sarana informasi dan hiburan,5,cukupmemuaskan bagus tuk sarana informasi hiburan,2
4081,Hp aku Infinix hot 11 s nfc Belum bisa kirim message gambar dari galeri ke tiktok temen aku Gimana yaa solusinya,5,hp infinix hot nfc kirim message gambar galeri tiktok temen gimana yaa solusinya,2
4082,aku mau buat streak sama temenku tapi fitur aktivitynya gaa ada apa ada yang sama dengan yang lain??? majuu lu admin tiktok gua da gondok nii gw mau buat apiiiiii suuuiiiiiii!!!!!!!!!!!,5,streak temenku fitur aktivitynya gaa majuu lu admin tiktok gua da gondok nii apiiii suuuiiiii,2
4083,Bagus si bagus tapi gk usah setiap Minggu apdate bjir nguras ram orang tolong kalo apdate di pikir dulu jangan sampai setiap Minggu,4,bagus si bagus gk minggu apdate bjir nguras ram orang tolong apdate pikir minggu,2
4084,Kenapa setiap instal aplikasi tiktok terkadang loading nya sangat lama,5,instal aplikasi tiktok terkadang loading nya,2
4085,Plis benerin dong masa kalo mau liat vidio kadang ge bugg kadang kluar sendiri yang paling parah tu kadang suara live orang ga bisa ilang jadi pas liat vidio lain gangu banget suaranya🙄padahal aku perlu banget buat liat tutor atau informasih penting malah ga bisa karenan banyak kendalah tadi☹😭😭,2,plis benerin liat vidio kadang ge bugg kadang kluar parah tu kadang suara live orang ilang pa liat vidio gangu banget suaranyapadahal banget liat tutor informasih karenan kendalah,0
4086,Kenapaa si setiap up video selalu burik padahal dah di aktifin video hd malah jadi burik aneh,4,kenapaa si up video burik dah aktifin video hd burik aneh,2
4087,"Tllong perbaiki bug yg di mana di saat komen di live,komentar saya tidak terbaca",1,tllong perbaiki bug yg komen livekomentar terbaca,0
4088,"Saya dpt limit 6 jt, sdh di pakai, tiba2 gak bs di pakai, ahkir nya sy lunasi, paylater tiktok. Ada malah apa nggak tau..",1,limit jt sdh pakai pakai ahkir nya lunasi paylater tiktok,0
4089,Banyak iklan judi tolong lah mi kok iklan judi di biarin tolong lah mi hapus iklan tidak jelas juga mi,1,iklan judi tolong mi iklan judi biarin tolong mi hapus iklan mi,0
4090,hampir setiap hari update terus.. tapi kualitas tetap begitu begitu saja..,1,,0
4091,Cukup bagus dan bisa berguna untuk meningkatkan aktivitas belajar,5,bagus berguna meningkatkan aktivitas belajar,2
4092,Baik tapi fiturnya tidak lengkap dan tidak bisa di upgrade,5,fiturnya lengkap upgrade,2
4093,tiktok kenapa sih bikin perintah kalo yang pengikut nya di bawah 600 bakalan gabisa main tiktok lagi sih 😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭,1,tiktok sih bikin perintah pengikut nya gabisa main tiktok sih,0
4094,Tolong di fix bug nya soalnya tidak bisa dibuka tolong bgt,1,tolong fix bug nya dibuka tolong banget,0
4095,"tik tok skrng terlalu lebay, terlalu alay!! dikit2 pelanggaran.. ga jelass!!!",1,tik tok skrng lebay alay dikit pelanggaran jelass,0
4096,Lumayan bagus tapi jika bisa buat msbreww dan pick your slime hilang,4,lumayan bagus msbreww pick your slime hilang,2
4097,"Sangat membantu dengan ada nya tiktok , tidak ada pengangguran kalo bisa menggunakan dengan bijak",5,membantu nya tiktok pengangguran bijak,2
4098,"bagus baget dan semua berita langsung tau, kek awalnya gabut mau ngapain pas buka tiktok Langsung happy",5,bagus baget berita langsung kek gabut pa buka tiktok langsung happy,2
4099,Tolong segera di perbaiki bug ya gk bisa di buka tiktok y,3,tolong perbaiki bug ya gk buka tiktok,1
4100,Bgus hanya knp ya saat saya gunakan appnya biasa kluar sndri padahal udah di-update appnya,4,bgus ya appnya kluar sndri diupdate appnya,2
4101,"tolong dikondisikan lagi. Setiap saya search selalu muncul yang aneh aneh, why?",3,tolong dikondisikan search muncul aneh aneh why,1
4102,Agak kecewa karena sering terjadi bug apk tidak bisa dibuka,3,kecewa bug aplikasi dibuka,1
4103,Aplikasi ini sangat bagus tapi kenapa akun saya tiba tiba hilang padahal saya tidak pernah melakukan pelanggaran,4,aplikasi bagus akun hilang pelanggaran,2
4104,Setelah update malah nge-lag....bikin ribut pasangan.gara-gara aplikasi ini,1,update ngelagbikin ribut pasangangaragara aplikasi,0
4105,"Parah bos,,, jadi lemot baget,,, Tolong diperbaiki...",2,parah bos lemot baget tolong diperbaiki,0
4106,Tiktok sekarang gk asik banget internet lancar mau masuk malah kluar mulu bikin kesal,1,tiktok gk asik banget internet lancar masuk kluar mulu bikin kesal,0
4107,"Aku 3 hari ikut komal sama teman"" Dan mendapatkan beberapa gif tapi kenapa nggak masuk ke saldo, padahal sebelumnya itu masuk ke saldo,",1,komal teman gif masuk saldo masuk saldo,0
4108,Knapa aplikasi tiktok saya tidk bisa dibuka saya mau bayar payleter tidk bisa dibuka??? Terus knpa payleter baru sajah telat sehari sudh rese telponan trus!,5,knapa aplikasi tiktok tidk dibuka bayar payleter tidk dibuka knpa payleter sajah telat sehari sudh rese telponan trus,2
4109,Di hp ku tiktok nya gabisa kebuka jadi gabisa nonton pas dipencet berkali kali malah cuma ada logo tiktok nya doang tapi GK masuk masuk 😭,1,hp ku tiktok nya gabisa kebuka gabisa nonton pa dipencet berkali kali logo tiktok nya doang gk masuk masuk,0
4110,Aplikasi bagus tapi punya saya eror gak bisa di buka mgesetak di logo tiktok,5,aplikasi bagus eror buka mgesetak logo tiktok,2
4111,"Kenapa sekarang jika mengetik di pencarian, rata rata yang muncul adalah video yang mengandung porn*grafi?, ini buruk sekali",1,mengetik pencarian muncul video mengandung porngrafi buruk,0
4112,Sering bug stuck di logo akhir² ini+bikin hp nge freeze,1,bug stuck logo inibikin hp nge freeze,0
4113,"tolong dong di perbaiki, tiktok nya gabisa di buka",1,tolong perbaiki tiktok nya gabisa buka,0
4114,aneh pengen buka apk tiktok malah gabisa masuk dalem apk nya dipencet ber kali kali baru bisa,2,aneh pengen buka aplikasi tiktok gabisa masuk dalem aplikasi nya dipencet ber kali kali,0
4115,"beberapa akun tidak bisa mengirim pesan ke orang lain padahal saya sudah berusia lebih 16 thn ,jlk bgt ni apk -yayaayyaaly nm akun sya",1,akun mengirim pesan orang berusia thn jlk banget ni aplikasi yayaayyaaly nm akun sya,0
4116,Banyak pl nya main tiktok vidio hasil karya sendiri di pl gak ngerti sama apk ini,3,pl nya main tiktok vidio hasil karya pl ngerti aplikasi,1
4117,Kenapa tiktok sekarang klau di download video nya resolusi nya udh g bagus,1,tiktok klau download video nya resolusi nya bagus,0
4118,Tolong diperhatikan dalam filternya ya filter nya gak bisa dipakai di aku,5,tolong diperhatikan filternya ya filter nya dipakai,2
4119,Sungguh sangat lambat terbuka dan habis dupdate malahan lambat banget,1,sungguh lambat terbuka habis dupdate lambat banget,0
4120,"Tiktok aplikasi yg memang mantap utk hiburan,pengetahuan,informasi,dan banyak lg yg bermanfaat",5,tiktok aplikasi yg mantap utk hiburanpengetahuaninformasidan yg bermanfaat,2
4121,"Kok update n baru bagian edit video gadaaaa, gabisa slowmo patah² anjir",2,update edit video gadaa gabisa slowmo patah anjir,0
4122,tiap hari harus restart hp + download ulang tiktok gara2 stuck di logo sampe sampe hp macet👎🏻,1,restart hp download ulang tiktok gara stuck logo sampe sampe hp macet,0
4123,Banding belum ada verivikasi sudah 2 hari.tiba tiba akun logout tidak bisa masuk..PAYAH,1,banding verivikasi haritiba akun logout masukpayah,0
4124,"Maaf aku kasih bintang 4 Soal nya logo tiktok shop nya tiba tiba hilang na terus aku nggak bisa live padahal followers ku udah cukup untuk live, tolong di perbarui 🙏",4,maaf kasih bintang nya logo tiktok shop nya hilang na live pengikut ku live tolong perbarui,2
4125,tiktoknya belum bisa di update di saya tapi di orang' sudah bisa di update,1,tiktoknya update orang update,0
4126,"Tiktok tambah kesini ongkirnya makin mahal, ke Kalimantan ga pernah gratis ongkir juga sekarang.",2,tiktok kesini ongkirnya mahal kalimantan gratis ongkir,0
4127,makin ga jelas setiap buka tiktok harus di pencet berkali kali sampe banyak kadang harus hapus capcup dlu baru bisa kocak kocakkk tolong ini di perbaiki segera.,1,buka tiktok pencet berkali kali sampe kadang hapus capcup dlu kocak kocak tolong perbaiki,0
4128,"Aplikasi bagus sangat memuaskan cuma ada kekuranganya 1.kadang kalok mau mencet aplikasinya kandang "" mental kayak bugg",1,aplikasi bagus memuaskan kekuranganya kadang kalok mencet aplikasinya kandang mental kayak bugg,0
4129,Tiap kali masuk kena tendang balik kluar terus loading abis itu tendang kluar lg. Knpa eh,2,kali masuk kena tendang kluar loading abis tendang kluar knpa eh,0
4130,"males bgt sm ni aplikasi. pdhl ak ga ngapa ngapain tbtb di blok, gjls bgt wkwk. alesan nya krna batasan umur, pdhl gw ga nonton yg aneh"" engga pernah samsek. akun ku pas itu ada 3,tiga tiga nya ke blok ahaha. dikit"" pembatasan umur😹😹mau belanja aja gbs",1,male banget ni aplikasi ak ngapa tbtb blok gjls banget wkwk alesan nya krna batasan umur nonton yg aneh engga samsek akun ku pa nya blok ahaha dikit pembatasan umurmau belanja gb,0
4131,Mohon diperbaiki bug tidak bisa masuk tiktok,5,mohon diperbaiki bug masuk tiktok,2
4132,"Aplikasi tiktok yang terbaik sepanjang masa, semoga bermanfaat bagi kita semua.🙏",5,aplikasi tiktok terbaik semoga bermanfaat,2
4133,Banyak bug suka keluar sendiri dr HP Bahkan pointnya makin kecil aja,1,bug suka hp pointnya,0
4134,Tiktok Udha lemot systemnya update Mulu dan video suka keulang Mulu .dan stiap buka tiktok hrus keplaystore terus .,2,tiktok udha lemot systemnya update mulu video suka keulang mulu stiap buka tiktok hrus keplaystore,0
4135,"Konten di dalam nya kreatif, dan mudah untuk belajar dan belanja",4,konten nya kreatif mudah belajar belanja,2
4136,"Kok liat video sendiri kagak bisa sih, benerin woi bugnya",2,liat video kagak sih benerin woi bugnya,0
4137,Soalnya ngebug teruss sama kalo mau buka tiktok itu harus donwload lagi,2,ngebug teruss buka tiktok donwload,0
4138,"TIKTOK JELEEEKK, masa tiba tiba logout sendirii, gajelas banget. api aku udah banyaakk jadi mati, udah 49 padahal:(. ih gamau tau tanggung jawab. ngeselin bgt, km kalo orang udah ku tonjokin ya eek 😤🤬🤬😡😡",1,tiktok jelekk logout sendirii gajelas banget api banyaakk mati ih gamau tanggung ngeselin banget orang ku tonjokin ya eek,0
4139,jangan sering sering update kasian yg ram 3-2-4.,4,update kasian yg ram,2
4140,kok bug?gbisa masuk di klik malah leg KLO ke apk lain mah lancar.,1,buggbisa masuk klik leg klo aplikasi mah lancar,0
4141,tiktok sekarang kenapa suka gabisa di buka apk nya lag banget,1,tiktok suka gabisa buka aplikasi nya lag banget,0
4142,Ga jelasss tik tok makin ke sini baru buka langsung keluar sendiri dan harus instal ulang,1,ga jelas tik tok buka langsung instal ulang,0
4143,Opsional si bagus bagus aja lagian cuma nonton scroll udh gak ribet cuma kadang ngelag nya aduhh🥹🥹,5,opsional si bagus bagus nonton scroll ribet kadang ngelag nya aduhh,2
4144,tolong ya bikin fitur apa kek biar strike ditiktok ttp nyala capek tau selalu bikin dari awal,2,tolong ya bikin fitur kek strike ditiktok ttp nyala capek bikin,0
4145,"Tambahin fitur. Tiktok fun creator dong, biar video yang viewers nya banyak bisa ngasilin uang, masa harus dagang, sama live aja yg dpat cuan,",5,tambahin fitur tiktok fun creator video viewer nya ngasilin uang dagang live yg dpat cuan,2
4146,"gabisa dibuka, padahal kemaren kemaren lancar banget, ini knp loading lama mana ga masuk masuk, knp ya? edit: tolong ini knp PLIS, ceritanya hp aku diriset dan tiktok aku lancar lagi, tapi lama-lama kurang lebih 9 bulanan lah tiktok nya macet lagi, gak mau masuk. padahal kemaren bisa lancar banget, PLIS ini kenapa? 😭",1,gabisa dibuka kemaren kemaren lancar banget loading masuk masuk ya edit tolong plis ceritanya hp diriset tiktok lancar lamalama bulanan tiktok nya macet masuk kemaren lancar banget plis,0
4147,"Tolong dong perbaiki tiktok,knp lemot dn mentok dilogo tiktok ga bisa dibuka,harus hapus dl trus instal ulang,repot bgt",3,tolong perbaiki tiktokkenapa lemot dn mentok dilogo tiktok dibukaharus hapus trus instal ulangrepot banget,1
4148,"Apk jelek suka lag ,mentok di logo d update Mlah makin menjadi jadii",1,apk jelek suka lag mentok logo update mlah jadii,0
4149,Lumayan karna selama saya menggunakan ap ini tidak ada gagangguan apa pun sedikit 🤏🏼pun,4,lumayan karna ap gagangguan,2
4150,akun saya bermasalah. D laporkan tpi tidak ada solusi sama sekali sampai akun saya ke blok . Login pake akun lain malah ikut ke blok..,1,akun bermasalah laporkan tpi solusi akun blok login pake akun blok,0
4151,"kenapa tiktok sering kali gabisa dibuka, harus hapus dan download lagi baru bisa",3,tiktok kali gabisa dibuka hapus download,1
4152,ini tik tok kenapa sih pas lagi nonton tiba tiba keluar sendiri sama vidio nya patah patah?,2,tik tok sih pa nonton vidio nya patah patah,0
4153,tolong perbaiki bug karna bnyk sekali bugnya maaf klo tidak suka🙏,3,tolong perbaiki bug karna bugnya maaf suka,1
4154,"Bagus appnya, cmn terlalu banyak makan paket data.",4,bagus appnya cmn makan paket data,2
4155,Sehari sekali selalu mentok dilogo gabisa dibuka...harus instal ulang,2,sehari mentok dilogo gabisa dibukaharus instal ulang,0
4156,"Tiktok sekarang ko ga bisa di pencet, kalo mau masuk tiktok lama bangett jadi kesel",3,tiktok ko pencet masuk tiktok bangett kesel,1
4157,Bagus untuk ngilangin rasa bosan seharian karena beraktifita,5,bagus ngilangin bosan seharian beraktifita,2
4158,"kok kadang bisa di buka dan ga ya TikTok ku mohon infonya dong ,kenapa selalu tidak bisa buka dan balik lagi senditi",5,kadang buka ya tiktok ku mohon infonya buka senditi,2
4159,"Buka aplikasi, 8 video pertama langsung iklan semua. Bener-bener gila level egois ni perusahaan. Mana algoritma nya suka kacau lagi, video diatas influencer mexico scroll kebawa tiba"" Vidio arab makin ga jelas",1,buka aplikasi video langsung iklan benerbener gila level egois ni perusahaan algoritma nya suka kacau video diatas influencer mexico scroll kebawa vidio arab,0
4160,Setiap habis di update selalu nge blank ketika dibuka,3,habis update nge blank dibuka,1
4161,Dk tau penyebabnya dari pihak tiktok diblokir akun abis itu diganti akun dk bisa terus cari penyebab malah di suruh abaikan ini mau di hapus aja tik tok kalo begitu cara,1,dk penyebabnya tiktok diblokir akun abis diganti akun dk cari penyebab suruh abaikan hapus tik tok,0
4162,"Bug 100 penonton,posting video selalu terkompres",3,bug penontonmengunggah video terkompres,1
4163,"Jelk aplikasinya gk bisa langsung narik uang,gak kayk di aplikasi senk video enk nariknya ,coba di perbaiki biar enk narik uang",5,jelk aplikasinya gk langsung narik uangtidak kayk aplikasi senk video enk nariknya coba perbaiki enk narik uang,2
4164,Apaan banget sih tiktok?? Saya awal download baik baik aja kok skrg ga bisa di buka?? Ya saya paksa uninstall,2,banget sih tiktok download buka ya paksa uninstall,0
4165,knpa ya aplikasi ya eror gak bisa cod lagi ...tolong lah perbaiki,1,knpa ya aplikasi ya eror cod tolong perbaiki,0
4166,"Donlowd nye lama, tapi lumayan enak di pake kadang suka ngelek gk jelas jdi lebih suka tiktok lite",2,donlowd nye lumayan enak pake kadang suka ngelek gk jdi suka tiktok lite,0
4167,"Sering tiba"" keluar sendiri dari aplikasi dan mengulang lagi",1,,0
4168,Ini kenapa yaa stlah di perbaharuin jadi lama loding heran dah buka tiktok sekarang,3,yaa stlah perbaharuin loding heran dah buka tiktok,1
4169,Karna cape setiap hari harus di uninstall trs donlowd lgi trs misal nya kalo nga dihapus itu bkal membuat HP sya lemott tlg di perbaiki lagi ya minn🙏🙏🤝,1,karna cape uninstall donlowd lgi nya nga dihapus bkal hp sya lemott tlg perbaiki ya minn,0
4170,"hanya gara2 usia blum 18th tidak bisa belanja, live, dll.. tiktok terlalu rumit mau ganti usia aja harus serumit itu wkwk",1,gara usia blum th belanja live dll tiktok rumit ganti usia serumit wkwk,0
4171,Bintang 2 dulu banyak bug soalnya keseringan update lagi😩,2,bintang bug keseringan update,0
4172,"diupdate mlh downgrade yg asalnya ada translatean video sm komen sm caption skrg kaga ada, orang dimana' ngeupdate apk supaya lebih bnyk fiturnya eh ini mlh downgrade aneh bgt",1,diupdate mlh downgrade yg asalnya translatean video komen keterangan kaga orang dimana ngeupdate aplikasi fiturnya eh mlh downgrade aneh banget,0
4173,"Mantap betul aplikasi ini , bisa untuk menghibur ketika lagi gabut",5,mantap aplikasi menghibur gabut,2
4174,"Tiktok, d situ bnyak kita temukan hal2 yg belum pernah kita temui atau d dgr, dan bnyak hiburan yg bikin kita ketawa",2,tiktok situ bnyak temukan yg temui dgr bnyak hiburan yg bikin ketawa,0
4175,Masalah yang saya dapat 1.hapus tiktok lalu instal lagi membuat akun hilang Udah itu aja,3,hapus tiktok instal akun hilang udah,1
4176,Seru si ini aplikasi tapi ko aku ngga ada tiktok shop nya lagi ya emng si aku dowlnod lagi knp yah,5,seru si aplikasi ko ngga tiktok shop nya ya emng si dowlnod yah,2
4177,"Tiktok sangat tidak adil, bagaimana mungkin video telanjang disalah satu akun tidak terkena pelanggaran, sementara saya hanya menggunakan emot tertawa saat berkomentar di vt teman saya beberapa kali saja terkena pelanggaran dan langsung dihapus, apakah ini yg dinamakan menjaga keamanan? Saya harus terkena pelanggaran hanya karena emoji (🤣🤣🤣🤣🤣🤣), sementara dibeberapa akun yg bahkan sudah saya laporkan ke pihak tiktok bahwa videonya mengandung unsur seksual malah dianggap "" tidak melanggar """,1,tiktok adil video telanjang disalah akun terkena pelanggaran emot tertawa berkomentar vt teman kali terkena pelanggaran langsung dihapus yg dinamakan menjaga keamanan terkena pelanggaran emoji dibeberapa akun yg laporkan tiktok videonya mengandung unsur seksual dianggap melanggar,0
4178,tidak bisa di sve dan fyp nya beda stlah di update,2,sve fyp nya beda stlah update,0
4179,ga ada search efek nya gimana ya caranya padahal Uda di update,1,search efek nya gimana ya uda update,0
4180,Aplikasi ny sangat bagus saya suka Tapi saya tidak ada tombol sulap di tiktok,5,aplikasi ny bagus suka tombol sulap tiktok,2
4181,Bang aplikasinya lagi eror TDK bisa dibuka padahal sudah di downlod,3,bang aplikasinya eror tdk dibuka downlod,1
4182,tiktok memang kreen tuk berinteraksi cuma syg saya gak prnah dapat cuan dari Tik tok bagaimana cara dpat kan uang dari Tik tok dan mohon klw saya iklan janan di blok trimakasih 🙏,5,tiktok kreen tuk berinteraksi syg prnah cuan tik tok dpat uang tik tok mohon klw iklan janan blok trimakasih,2
4183,Aplikasinya bnyk bermaslh harus instl ulang berkali. Kli,2,aplikasinya bermaslh instl ulang berkali kli,0
4184,"Ga bisa di buka tiktok,pdhl Uda di update,kecewa btl",1,ga buka tiktokpadahal uda updatekecewa btl,0
4185,kok pas buka tiktok nyetak di logo tiktok terus udh hps cahce/data juga ky gt kenapa yah,1,pa buka tiktok nyetak logo tiktok hp cahcedata ky gitu yah,0
4186,"Kenapa sakarang tik tok seperti ini saya ga bisa masuk lgi ke tik tok kemarin kamarin saya masih bisa,,sekarang ga bisa buruk sekali tik tok sekarang nih",1,sakarang tik tok masuk lgi tik tok kemarin kamarin bisasekarang buruk tik tok,0
4187,"Ko tiktok shop gua ilang sih,, gmna cara ngembaliin simbol / logo keranjang nya lagi ini,,,",4,,2
4188,"suka si tp kadang nge stuck pas mau upload video, jd mls deh",4,suka si kadang nge stuck pa upload video jd ml deh,2
4189,Saya marah karena semua video yang ditonton cuma like nya dikit nontonnya dikit banyak saya sangat protes TOLONG PERBAIKI TIKTOK,1,marah video ditonton menyukai nya dikit nontonnya dikit protes tolong perbaiki tiktok,0
4190,Gatau kenapa kalo nonton vidio ga bisa padahal ga ngeleg gimana ya cara benerin nya nangis semaleman gak bisa puter vidio nya cuma bisa baca komen doank;((,4,gatau nonton vidio ngeleg gimana ya benerin nya nangis semaleman puter vidio nya baca komen doank,2
4191,Tiktok sang at bagus tapi saya tidak bisa Membuat akunn sudah ke blokir mau bikin akun lagi gk bisa,1,tiktok sang at bagus akunn blokir bikin akun gk,0
4192,"Tiktok semakin kesini semakin mantap aja event nya, coba aja fitur life streaming nya tolong ubah lagi gausah ke 1000 followers baru bisa live kasian yang harus ngrintis om",5,tiktok kesini mantap event nya coba fitur life streaming nya tolong ubah gausah pengikut live kasian ngrintis om,2
4193,"Saya sangat menyukai aplikasi tiktok ini karna sangat meng hibur saya dan aplikasi nya menyenangkan, tpi di sisilan nya saya sangat kecewa karna tiktok saya tidak ada seperti untuk penyimpanan video atau foto yang menyimpan video atau foto tanpa di post ke tiktok nya huhu:)",4,menyukai aplikasi tiktok karna meng hibur aplikasi nya menyenangkan tpi sisilan nya kecewa karna tiktok penyimpanan video foto menyimpan video foto unggah tiktok nya huhu,2
4194,biasanya muncul gambar tiktok terus ga muncul videonya👎,1,muncul gambar tiktok muncul videonya,0
4195,"sering crash dan lemot ketika dibuka, ini bug atau gmn? soalnya sebelumnya ga pernah begini.",2,crash lemot dibuka bug gimana,0
