,content,score,clean_content,sentiment
4201,"Apk nyh bagus cmn kadang suka menuhin penyimpanan, ekspor lama,tolong d perbaiki🙏",4,apk nyh bagus cmn kadang suka menuhin penyimpanan ekspor lamatolong perbaiki,2
4202,tidak bisa dipakai.baru masuk langsung keluar kaya gitu terus,1,dipakaibaru masuk langsung kaya,0
4203,Kurangi MB dari Aplikasi ini Biar hp yang ram nya kecil gak lemot saat di buka kami minta tolong,2,kurangi mb aplikasi biar hp ram nya lemot buka tolong,0
4204,Semuanya bagus banget fiturnya nggak ada kekurangan sih menurutku Cuman aku nya aja yang jahat awokaowk🤣,1,bagus banget fiturnya kekurangan sih menurutku cuman nya jahat awokaowk,0
4205,"Kok lightroom saya gak bisa di buka ya??,,keluar sendirinya terus",1,lightroom buka yakeluar,0
4206,Masa habis di update mental gak bsa masuk lagi ke aplikasinya,2,habis update mental bsa masuk aplikasinya,0
4207,"mau buka foto dan video nya malah lelet lemottttt, tolong diperbaiki ntar tk kasih lima bintang",2,buka foto video nya lelet lemottt tolong diperbaiki tk kasih bintang,0
4208,"Awalnya sih bagus,,,tapi lama kelamaan kenapa jadi gak bisa ngedit?",3,sih bagustapi ngedit,1
4209,"Seandainya bisa import video kayak vsco x,pasti semakin banyak peminatnya ini🤔🤔",5,seandainya import video kayak vsco xpasti peminatnya,2
4210,"Udah setahun nggak make ini aplikasi, pas mau install lagi malah gabisa login",1,udah setahun make aplikasi pa install gabisa login,0
4211,Kenapa jadi gini sih. Uda di update pdhl tapi malah gabisa dibuka.,1,gini sih uda update gabisa dibuka,0
4212,"Aplikasi ini sangat bagus dan keren,sampai ketagihan mau editin semua foto",5,aplikasi bagus kerensampai ketagihan editin foto,2
4213,nih apk jelek banget bikin emosi. gk bisa login eror mulu padahal udh masukin pasword sama email. aduh nih bikin memo full aja,1,aplikasi jelek banget bikin emosi gk login eror mulu masukin pasword email aduh bikin memo full,0
4214,Apk ini bagus jadi jangan ragu buat install Cuman..butuh kemampuan untuk mengedit 💕,5,apk bagus ragu install cumanbutuh kemampuan mengedit,2
4215,Pembaruan yang merusak!!!!!!!!! Tidak bisa import foto!!!!!!!!,1,pembaruan merusak import foto,0
4216,"Buat semua yg mau download ini tolong baca ini dulu, setiap saya mau edit harus upgrade dulu dan berbayar",1,yg download tolong baca mengedit upgrade berbayar,0
4217,"Bgs, buat pemula mngkin masih bingung, tpi klian bisa kok liat cra²nya di YouTube 😊",5,bgs pemula mngkin bingung tpi liat cranya youtube,2
4218,Dulu the best sekarang... Gak jelas... Import foto tapi gak bisa di edit,1,the best gak import foto mengedit,0
4219,"Ini aku mau update ko ga bisa2 si, kalo ga diupdate gabisa dibuka apknya",4,update ko si diupdate gabisa dibuka apknya,2
4220,kok saya sudah dowload trus masuk nya nda masuk masuk? malah lama banget.jadi bosan tunggu nya.tolong di percepat masuk nya,1,dowload trus masuk nya nda masuk masuk bangetjadi bosan tunggu nyatolong percepat masuk nya,0
4221,Pengalaman saya aplikasi Lightroom ini sangat bagus dan dia membuat foto kita makin asli,5,pengalaman aplikasi lightroom bagus foto asli,2
4222,"Sebenarnya sih bagus,tapi kok setiap saya mau masuk selalu nggk bisa,mohon kerjasamanya dong biar bisa masuk lagi.",4,sih bagustapi masuk nggk bisamohon kerjasamanya masuk,2
4223,"Apps nya bagus banget sebenernya, tapi ukuran aplikasinya diperkecil dong :(",5,apps nya bagus banget sebenernya ukuran aplikasinya diperkecil,2
4224,Saya baru mencoba apk ini. Teryata apk ini sangat bagus 👍 Untuk mengedit fto mau pun vidio,5,mencoba aplikasi teryata aplikasi bagus mengedit fto vidio,2
4225,Paraah...lbih sukaa versi lmaanya.. Yg skrng klau mau simpan ftoo suka kluar sendiri truus fotonya tdk tersimpan😪,1,paraahlbih sukaa versi lmaanya yg skrng klau simpan ftoo suka kluar truus fotonya tersimpan,0
4226,"Sumpeh yaa ini kenapa ga bisa di update, pas install ulang kenapa ga bisa daptar, lu gausah ngadi² dah ligrom, bikin gondok gua aja ni malem²_-",2,sumpeh yaa update pa install ulang daptar lu gausah ngadi dah ligrom bikin gondok gua ni malem,0
4227,Kenapa di saat saya mau masukin preset tambahan nggak bisa sih padahal udah nunggu lama ehh nggak jadi jadi,2,masukin preset tambahan sih nunggu ehh,0
4228,Kenapa belakangan ini susah sekali impor foto. Tidak error. Tidak ada penjelasan . Hanya proses diimpor gak pernah berhasil,1,susah impor foto error penjelasan prose diimpor berhasil,0
4229,"Saat update aplikasi Lama, tolong Di Perbaiki lagi Agar penggunanya nggk Ada yg kecewa min",3,update aplikasi tolong perbaiki penggunanya nggk yg kecewa min,1
4230,Maaf... Knp y saya udh hmpir 4 kli download tpi mslhnya ituu aja... Knp fitur2ny yg bagus bnyk yg gk bisa kebuka!? Masa hrus di suruh download lg.. Kn download apl ini udh gede GBnya.. Knp yg lain bisa,1,maaf knp hmpir kli download tpi mslhnya ituu knp fiturny yg bagus yg gk kebuka hrus suruh download kn download apl gede gbnya knp yg,0
4231,"minta update tp uda versi terbaru ,dan app tak bisa di buka . realme 3 pro",2,update uda versi terbaru app buka realme pro,0
4232,Kok lama kali loading nya pas setelah login mau masuk. butuh brp jam nunggu nya ini ?,3,kali loading nya pa login masuk butuh brp jam nunggu nya,1
4233,filter sih bagus tapi gimanah cara masuknya sih ribet amat..? mohon bantuanya🙏,3,filter sih bagus gimanah masuknya sih ribet mohon bantuanya,1
4234,saya sudah masuk berulang ulang kali di aplikasi ini kok sama sekali saya tidak bisa memakai aplikasi ini tolong berikan petunjuk!!!,1,masuk berulang ulang kali aplikasi memakai aplikasi tolong petunjuk,0
4235,Saya juga dapat membantu Anda untuk melihat apakah ada temennya temen gue yang telah membuat istri Anda untuk melihat lebih banyak dari mereka yang telah membuat banyak orang tuanya yang mainin game online ini adalah beberapa contoh dari dua jenis utama untuk membentuk citra seseorang yg bisa bantu untuk melihat dan mendengar suara pintu terbuka lebar untuk melihat apakah Anda sedang mencari informasi tentang kualitas penangkapan di wilayah tersebut bisa saja kita semua tahu bahwa anak-anak dan,5,membantu temennya temen istri orang tuanya memainkan game online contoh jenis utama membentuk citra yg bantu mendengar suara pintu terbuka lebar mencari informasi kualitas penangkapan wilayah anakanak,2
4236,"Aplikasi nya jelek betul ,, masa baru didownload gk bisa,, padahal kodenya sdh betul😠😤",1,aplikasi nya jelek didownload gk kodenya sdh,0
4237,"Bagus kalo menurut saya ,,dah itu😁 Mungkin bisa ditambah lagi fitur2 editnya",5,bagus dah ditambah fitur editnya,2
4238,"gagal terus imfor photo sekarang. aneh.... kalo baru download bisa, lama lama kumat lagi...",1,gagal imfor foto aneh download kumat,0
4239,"Kenapa gabisa download, padahal ram cukup. Internet pakai wifi",1,gabisa download ram internet pakai wifi,0
4240,"Gatau kenapa mau login gabisa, daftar gabisa, masuk ke google gabisa, masuk fb gabisa. Sumpaah gapaham gue gapaham",1,gatau login gabisa daftar gabisa masuk google gabisa masuk fb gabisa sumpaah gapaham gapaham,0
4241,"Bagus banget baiknya sih ditambahin fitur2 menghilangkan objek, prespektif tanpa berbayar",5,bagus banget baiknya sih ditambahin fitur menghilangkan objek prespektif berbayar,2
4242,"astaghfirullah udh tengah malem download nya , nungguin set jam , pengen tau gmn hasil ngeditnya ... eh boro"" ngedit poto , masuk and daftar aj sulit banget ihhh sumpah agak sakit ati sih :(",1,astaghfirullah malem download nya nungguin set jam pengen gimana hasil ngeditnya eh boro ngedit poto masuk and daftar sulit banget ih sumpah sakit ati sih,0
4243,"Saya ada upgrade ke premium yg 1 bulan, kenapa fitur healing msih blom bisa dipake ya.?",1,upgrade premium yg fitur healing msih blom dipake ya,0
4244,aplikasi nya bagus tapi kenapa kalau udh lama dipakai udh gk bisa di edit lagii,1,aplikasi nya bagus dipakai gk mengedit lagii,0
4245,"Maap saya kasih bintang satu,,padahal saya udah download apk ini trus saya udha mempunyai email dan password tapi kenapa tidak bisa masuk",1,maap kasih bintang satupadahal download aplikasi trus udha email password masuk,0
4246,Aplikasi lightroom nya cocok banget buat aku sebagai editor keren 😊😊😊,5,aplikasi lightroom nya cocok banget editor keren,2
4247,Apk ny bagus!! Aku bisa pakai untuk buat Filter-filter instagram,5,apk ny bagus pakai filterfilter instagram,2
4248,Ini aplikasih terpopuler sudah karna ini bisa mewarna latar tanpa memengaruhi warna objek saya suka dengan aplikasih ini,5,aplikasih terpopuler karna mewarna latar memengaruhi warna objek suka aplikasih,2
4249,"Aplikasinya bagus bangat sumpah,mau foto gaya apapun Lightroom bisa",4,,2
4250,"Aplikasi bgst njirrr masa gua mau impor foto gak bisa terus lelet banget, sumpah nyesel udah download, mending lr yg lama daripada yang ini gak jelas",2,aplikasi bgst njir gua impor foto lelet banget sumpah nyesel download mending lr yg,0
4251,"Baguss sihh untung mengedit foto sampai bisa ketagihan, tapi kok kemarin suruh update kok sekarang suruh update jugaa",2,baguss sihh untung mengedit foto ketagihan kemarin suruh update suruh update jugaa,0
4252,"Info dong kok setelah di perbaharui , jdi lama nyimpan ke galeri nya , sampek ber jam2 .",5,info perbaharui jdi nyimpan galeri nya sampek ber jam,2
4253,Terbaik untuk fotografer dan editor kelas newbie hingga profesional,5,terbaik fotografer editor kelas newbie profesional,2
4254,Kok apk nya ga bisa di buka kalau kau buka apk nya selalu bilang lingroom telah berhenti tolong di perbaiki yah,1,aplikasi nya buka kau buka aplikasi nya bilang lingroom berhenti tolong perbaiki yah,0
4255,aplikasi jancuk.... giliran mau edit malah di suruh upgrade premium..,1,aplikasi jancuk giliran mengedit suruh upgrade premium,0
4256,"Waktu saya liat apk ini kayak nya apk yang jelek, ohh ternyata setelah saya mencoba apk ini, ternyata gak seperti yang saya duga, ternyata apk ini sangat bagus untuk edit",4,liat aplikasi kayak nya aplikasi jelek ohh mencoba aplikasi duga aplikasi bagus mengedit,2
4257,Knp dengan aplikasi ny kok gk bisa di buka lewat google ga bisa juga tolong perbaiki ya tolong 😑,1,knp aplikasi ny gk buka google tolong perbaiki ya tolong,0
4258,"Aplikasi Nya sih bagus, saya aja yg ngk bsa cara make nya,, boleh saran dong gmna edit lr nya kyk artis2 gtuu",5,aplikasi nya sih bagus yg ngk bsa make nya saran gmna mengedit lr nya kyk artis gtuu,2
4259,"Sangat memuaskann,dan hasilny sgt bgss,seaking sukany sm aplikasi inii,sampai2 setiap ak puny foto edit ny pake LR terusss😘",5,memuaskanndan hasilny sgt bgseaking sukany aplikasi iniisampai ak puny foto mengedit ny pake lr terus,2
4260,Aplikasinya bagus tapi kalo bisa buat edit vidio pasti lebih laris,5,aplikasinya bagus mengedit vidio lari,2
4261,Tidak bisa disave foto yang di edit. Kecewa pembaruan lighroom,1,disave foto mengedit kecewa pembaruan lighroom,0
4262,"Inilah aplikasi yg bagus, tapi tolong dimudahin untuk loginya , dari dulu hanya itu masalahnya.thanks",1,aplikasi yg bagus tolong dimudahin loginya masalahnyathanks,0
4263,"Kenapa pas kedua kali pake selalu muncul tulisan aplikasi telah berhenti,tolong",5,pa kali pake muncul tulisan aplikasi berhentitolong,2
4264,Klo impor foto suka gagal terus padahal penyimpanan nya masih banyak,1,klo impor foto suka gagal penyimpanan nya,0
4265,KEREN.ga mengurangi kualitas gambar malah lebih HD,5,kerentidak mengurangi kualitas gambar hd,2
4266,Presetnya yg permanen hilang semua aku cumab pake 2 bulan trus warna app nya udah beda juga😭,2,presetnya yg permanen hilang cumab pake trus warna app nya beda,0
4267,lebih dtingkatkan lagi dan tambahin fitur barunya ditunggu ya pkoknya lightroom ini hobinya para photography,5,dtingkatkan tambahin fitur barunya ditunggu ya pkoknya lightroom hobinya photography,2
4268,Aahhh susah bnget gunain ny..mana mau daftar sekalian dan login sama alamat email trus password ny slalu gagal..,1,aah susah bnget gunain nymana daftar login alamat email trus password ny slalu gagal,0
4269,Keren ... Tp sering terlempar keluar ke halaman awal kenapa ya?,5,keren tp terlempar halaman ya,2
4270,Sangat bagus tapi kalau bisa tambahkan stiker dong,5,bagus tambahkan stiker,2
4271,"Ini aplikasi kok gk bisa masuk yah sdh Masuk facebok,email,kok gk bisa masuk yah ngk jels banget",2,aplikasi gk masuk yah sdh masuk facebokemailkok gk masuk yah ngk jels banget,0
4272,Aplikasinya bagus banget🥰 kalo yang ngedit udah pro hasilnya bagus banget dehh🤏,5,aplikasinya bagus banget ngedit pro hasilnya bagus banget dehh,2
4273,"awalnya saya tidak paham memakai aplikasi Adobe Lightroom,stlh saya coba²bisa jugaa dan hasilnya memuaskan",5,paham memakai aplikasi adobe lightroomsetelah cobabisa jugaa hasilnya memuaskan,2
4274,Sangat amat bagus Saya sangat suka Bagi yang belum paham cara menggunakan aplikasi ini mungkin sangat susah,5,bagus suka paham aplikasi susah,2
4275,Kok ga bisa di download..kali kali ngulang terus tolong di perbaiki...terimakasih,1,downloadkali kali ngulang tolong perbaikiterimakasih,0
4276,Tolong di perkecil ramnya supaya tidak terlalu makan penyimpanan🤗🙏,1,tolong perkecil ramnya makan penyimpanan,0
4277,Ngga bisa login setiapa mau masuk malah keluar trus tolong di perbaiki🤬,1,ngga login setiapa masuk trus tolong perbaiki,0
4278,gk guna bangsatt udh log in 5 kali tetep gk bisa pas dibuka lagi malah error404 bangsat emang luuu developer 👊👊👊👊,1,gk bangsatt log in kali tetep gk pa dibuka error bangsat emang lu developer,0
4279,Aplikasi ini lumayan bagus... Baru jga bahasanya pke bahasa inggris nggak ngerti aku cara daftarnya,3,aplikasi lumayan bagus jga bahasanya pke bahasa inggris ngerti daftarnya,1
4280,"Saya kecewa sama aplikasi nya, udah di download di ikuti cara login nya ehh gak bisa juga",1,kecewa aplikasi nya download ikuti login nya ehh,0
4281,"Knpa udah brpa kali di download ko ga bisa"" pda hal udah 100% bukan ke instal malah ke download lagi aneh",1,knpa brpa kali download ko pda instal download aneh,0
4282,"Tolond di perbaiki apknya,knpa sya gk bisa login di apk nya,udah pakek akun gogle fb msh ttp gk bisa katanya eror mulu hadrh",1,tolond perbaiki apknyaknpa sya gk login aplikasi nyasudah pakek akun gogle fb msh ttp gk eror mulu hadrh,0
4283,"kebanyakan update jadi sering gagal pengembangan mulu harus mulai awal lagi terus,bagusan dulu sekarang jelek",1,kebanyakan update gagal pengembangan mulu terusbagusan jelek,0
4284,Dwonload lama tapi kata temen saya apk nya bagus aku gak tau sih soalnya belum coba,3,dwonload temen aplikasi nya bagus sih coba,1
4285,"bgus bangettt suka dengan fitur"" Lrnya apalgii tetng efeknya uhhh luar biasa mcm beli editan kitaapokoknya aku sukaaa dngn aplikasih nii tetap pilih editan ni gk adk yng lain",5,bgus banget suka fitur lrnya apalgii tetng efeknya uh mcm beli editan kitaapokoknya suka dngn aplikasih nii pilih editan ni gk adk yng,2
4286,Kenapa setelah di update semua data lama menghilang? Tolong perbaiki.,3,update data menghilang tolong perbaiki,1
4287,"Kenapa app nya ga bisa masukin foto yang mau di edit , mohon penjelasan nya ??",1,app nya masukin foto mengedit mohon penjelasan nya,0
4288,Coba tolong di perbaiki lagi! Ngeinstal lama udh ke instal malah kek tai daftar nya bikin kesellll buang²kuota aja bangst😡,1,coba tolong perbaiki ngeinstal instal kek tai daftar nya bikin kesell buangkuota bangst,0
4289,"Sangat bagus rekomend banget yang hoby nya nge-edit photo photo,",5,bagus rekomend banget hoby nya ngemengedit foto foto,2
4290,aplikasi ini sangaattttttt bagus membantuuuu aku ngedit foto TERIMA KASIH yah yg buat aplikasi ini pkoknya di kembangkan terus yah😘😘😘😘😘,5,aplikasi sangaattttt bagus membantuu ngedit foto terima kasih yah yg aplikasi pkoknya kembangkan yah,2
4291,ini kenapa ga bisa dibuka setelah di up biasanya ga knp2,2,dibuka up knp,0
4292,"beuh mantap buat edit kondisi foto yang kurang cahaya, kurang kontras dsb",5,beuh mantap mengedit kondisi foto cahaya kontras dsb,2
4293,"kenapaa foto yang di lightroom nya jadi hitam semua dan kenapa filter yang d buat pda hilang, tolong la di perbaiki. mana itu filter bagus lgi",1,kenapaa foto lightroom nya hitam filter pda hilang tolong la perbaiki filter bagus lgi,0
4294,"Setelah di update versi terbaru, susah buat editing dan responnya lama,,",4,update versi terbaru susah editing responnya,2
4295,"Platform fotografi editing profesional, dukungan HDR sudah ada , kalau bisa lens blurnya ngga usah berbayar 😁",5,platform fotografi editing profesional dukungan hdr lens blurnya ngga berbayar,2
4296,Kenapa untuk export video sangat lama sekali hanya 30 detik hampir mau satu jam dengan kwalitas mp4,2,export video detik jam kwalitas mp,0
4297,"Aplikasi yg mempermudah kita utk membagikan dan mengekspor foto serta video, bagus banget👍",5,aplikasi yg mempermudah utk membagikan mengekspor foto video bagus banget,2
4298,"Terbaik sampai saat ini, bisa bikin preset sesuai selera dan nambahin juga cepet ☝🏻☝🏻",5,terbaik bikin preset sesuai selera cepet,2
4299,"Aplikasi sangat bagus, kerena filter nya sangat penting untuk foro_foto",5,aplikasi bagus kerena filter nya forofoto,2
4300,Ko filter yg free akses udh gada ya? Apa dihilangkan? Adanya ko preset premium aja?,1,ko filter yg free akses gada ya dihilangkan ko preset premium,0
4301,Kenapa lightroom saya tidak bisa mengedit? Foto yang baru saja di tambahkan tidak bisa di lihat😭😭😭,1,lightroom mengedit foto tambahkan lihat,0
4302,Setelah update mau edit foto gabisa sama sekali karna harus bayar!,1,update mengedit foto gabisa karna bayar,0
4303,"Sangat bagus untuk mengedit foto, saya suka dengan lightroom sangat membantu banget",5,bagus mengedit foto suka lightroom membantu banget,2
4304,"baru diinstal ko harus diupdate lagii pas diupdatee malahh keluar keluar g bsa masuk gmn sii,akhrnya aku unistall dann akuu Install lagii malah ke gitu lagii tolongg donggg!",1,diinstal ko diupdate lagii pa diupdatee malahh bsa masuk gimana siiakhrnya unistall dann akuu install lagii lagii tolongg dong,0
4305,"Parah , semenjak di update malah jadi susah , bahkan fitur preset custom file di hilangkan",5,parah semenjak update susah fitur preset custom file hilangkan,2
4306,"Buat login aja susah , padahal jaringan kuat penyimpanan lebar 🤨",1,login susah jaringan kuat penyimpanan lebar,0
4307,premium ada efek blur. tapi pas dipake exportnya jadi lama😌,4,premium efek blur pa dipake exportnya,2
4308,Bintang 1 karena skrg semua berbayar. Gabisa edit kalau gak bayar,1,bintang berbayar gabisa mengedit bayar,0
4309,good lah..awal nya saya gk puas kerna gk tau cara menggunakan nya..sekarang sudah tau..keren lah pokok nya LR ini.klo boleh di buat lebih keren lagi ya..hehehe,5,good lahawal nya gk puas kerna gk nyasekarang tahukeren pokok nya lr inikalau keren yahehehe,2
4310,Jelek banget sumpah susah instalnya padahl memo kosong hp masi baru juga jaringan lancar tetep ga bisaa,1,jelek banget sumpah susah instalnya padahl memo kosong hp masi jaringan lancar tetep bisaa,0
4311,"Terima Kasih untuk adobe yang sudah membuat aplikasi yang mudah digunakan.Selama 4 tahun saya menggunakan aplikasi ini,tidak ada masalah sama sekali.",5,terima kasih adobe aplikasi mudah digunakanselama aplikasi initidak,2
4312,Sukaaaa bangettttttt intinya ini tuh pengedit foto terrrthebessttt pake hp apa ajh g jd halangan buat tampil hits dan instagram mebel bngttt sukses teruss buat lightroom,5,sukaa bangettttt intinya pengedit foto terrrthebesst pake hp ajh jd halangan tampil hit instagram mebel bngt sukses teruss lightroom,2
4313,padahal udah bertahun tahun pake apk ini knapa sekarang pas mau simpn foto jadi lama bgt padal 1 foto mau di simpn sampe 10 mnit nunggu pu blom tersimpan,1,bertahun pake aplikasi knapa pa simpn foto banget padal foto simpn sampe mnit nunggu pu blom tersimpan,0
4314,"Njir efek nya maen bngt,nyesel klok gk download, dulu aku editan nya udh pro,cmn ini aku mau download lgi karena kemarin terhapus Yok download buruan",5,njir efek nya maen bangetnyesel klok gk download editan nya procmn download lgi kemarin terhapus yok download buruan,2
4315,App ngga jelas setiap buka minta login saat benar di login malah out sendiri..paraaaahhhh superr parahh,1,app ngga buka login login out sendiriparaaaahh superr parahh,0
4316,Sya udh login lwt google bahkan coba lwt Facebook tpi knp gini... Maaf terjadi kesalahn? Pdhl dlu2 tu gak gini lr nya. Huh :(,1,sya login lwt google coba lwt facebook tpi gini maaf kesalahn pdhl dlu tu gini lr nya huh,0
4317,aplikasi merugikan warga kecil aja masa udh di daptarin juga gx bisa aneh bener udh downlod2 gua nyesel juga klo begini jadinya donwlod itu gx geratis bosku meding di blok aaja deh ini aplikasi,1,aplikasi merugikan warga daptarin gx aneh bener downlod gua nyesel donwlod gx geratis bosku meding blok aaja deh aplikasi,0
4318,Smenjak sudah update kok ndk bisa masuk klo dketuk trpental keluar padahal penyimpanan sya blm full. Apa cumn oppo a37f yang gtu?,1,smenjak update ndk masuk dketuk trpental penyimpanan sya full cumn oppo af gtu,0
4319,Kenapa foto yang mau kita edit harus di masukin dulu ke lightroom secara manual?,1,foto mengedit masukin lightroom manual,0
4320,Woiii tolong diperbaiki ni macam kimak udah apl nya...gagal terus import foto nya,1,woi tolong diperbaiki ni kimak apl nyagagal import foto nya,0
4321,Bagus banget kembangkan lagi apknya kalo bisa kasi diskon dong yang bulanan atau murahin lagi ke 15k hehe,5,bagus banget kembangkan apknya kasi diskon bulanan murahin hehe,2
4322,Bintg 3 aja dulu deh baru donlot liht apl nya bagaus apa nga tp kyknya bagus sii semoga saja sesui dgn yg di gmbar mudh2an nga eror saat masuk,3,bintg deh donlot liht apl nya bagaus nga kyknya bagus sii semoga sesui yg gmbar mudhan nga eror masuk,1
4323,"Menurut saya baik baik saja.. hanya karna HP MEREKA KENTANG MUNGKIN JADI MINTA NYA YG VERSI LAMA TERUS, EMANG NYA GAK DI UPDATE .. MITA NYA YG VERSI LAMA.. 😂😂😂 +62 rata2 orang nya minta aneh aneh tp GAK LIYAT HP NYA SENDIRI UDAH MULAI USANG ATAU GAK!!",5,karna hp kentang nya yg versi emang nya gak update mita nya yg versi orang nya aneh aneh gak liyat hp nya udah usang gak,2
4324,Aplikasi ini sngat membantu sy dlm mngedit foto sy dan hasilnya sngat memuaskan Pkoknya Lightroom The Best deh❤👌,5,aplikasi sngat membantu mngedit foto hasilnya sngat memuaskan pkoknya lightroom the best deh,2
4325,"Duhhh bgs sih apk nya Cuman sayng punya gw kyk sering nge uninstal gara"" gk bisa di pakk padahl gw dah perbarui trs..",3,duh bgs sih aplikasi nya cuman sayng kyk nge uninstal gara gk pakk padahl dah perbarui,1
4326,Aplikasi yang sangattt bagus buat edit vidio..hasil luar biasa jernih,5,aplikasi sangat bagus mengedit vidiohasil jernih,2
4327,Lightroom knp jdi gabisa impor foto sii:' kn jd gabisa ngedit foto😌 tolong diperbaiki dongg😌,2,lightroom jdi gabisa impor foto sii kn jd gabisa ngedit foto tolong diperbaiki dongg,0
4328,maaf min kenapa sekarang Lightroom sekarang tidak bisa masuk ya? suka berhenti terus Mohon diperbaiki lagi min,1,maaf min lightroom masuk ya suka berhenti mohon diperbaiki min,0
4329,Aplikasinya mental gabisa bukak. Untuk oppo a37 apa semua gitu ya,1,aplikasinya mental gabisa bukak oppo ya,0
4330,"Bahasa ya kata ya bahasa indonesia kok jdi malah bahasa inggris,Trs udah login beberapa kli gkbisa tampilan ya beda lgi",1,bahasa ya ya bahasa indonesia jdi bahasa inggristrs login kli gkbisa tampilan ya beda lgi,0
4331,"Pertama di instal jdi,trus kmrin2 saya sempt hapus krn full memoriku,tpi di instal lagi nda bisa 😔😔 Tolong dong saya mau pake aplikasinya lagiiiii😔 Tolong dongg",5,instal jditrus kmrin sempt hapus full memorikutpi instal nda tolong pake aplikasinya lagiii tolong dongg,2
4332,Ini knpasih tbt gue lgi ngedit trus kluar dan dsruh login ulang . udh gue login pke acc fb atau gmail atau buat acc adobe nya sama aja gbisa knpasi . bls dong,1,knpasih tbt lgi ngedit trus kluar dsruh login ulang login pke acc fb gmail acc adobe nya gbisa knpasi bls,0
4333,"Pengen mah di dounlod untuk dipergunakan tpi setelah di donloud suruh buat akun pasfor, APLIKASI SERAKAH.. Aplikasi Taee",1,pengen mah dounlod tpi donloud suruh akun pasfor aplikasi serakah aplikasi taee,0
4334,"aplikasi ribet , apaan gajelas bnget , mau login aja prtmanya ngsi data"" dlu kyak mau masuk skolah , plis klian jn dwlnd aplikasi ini , biar ga ngabs"" in pketn , ntr nysel",1,aplikasi ribet gajelas bnget login prtmanya ngsi data dlu kyak masuk skolah plis jn dwlnd aplikasi ngabs in pketn ntr nysel,0
4335,Aplikasi ini keren banget pokokx kalian harus download karena buat kalian yg gk bisa download ig kalian bisa pake lightroom aja gaes,5,aplikasi keren banget pokokx download yg gk download ig pake lightroom gaes,2
4336,"kata tmen gue lightroom editanNya tu bgus"" Bnget tpi kok dhp aku nggk bisa ke downloadd bgaimanaNi soal pnyimpanan!pnyimpanan aku tuh msih bnyak tpi pas mau aku download angkaNya itu tdk mau brjalan ttap d posisi nol(0) atau emng klau mau ngedownload lightroom emng lamaYahh? bntu Donkkk!!?😪aku ksi bntang 3 aja",3,tmen lightroom editannya tu bgus bnget tpi dhp nggk downloadd bgaimanani pnyimpananpnyimpanan msih bnyak tpi pa download angkanya brjalan ttap posisi nol emng klau ngedownload lightroom emng lamayahh bntu donksaya ksi bntang,1
4337,sangat menyukaiiiiii:* memang awalnya kalo belum ngerti gimana cara ngeditnya pasti ngedumel sendiri. tapi kalo udah tau caranya pasti kalian bakal suka kokk;v,5,menyukaiiii ngerti gimana ngeditnya ngedumel suka kokkv,2
4338,Kenapa ga bisa login tolong dong di perbaikin masa udh login balik lagi tolong 🙏😖 pleassseeeee 🙏butuh Banget soal nya sama aplikasih itu 🙏😔 Respons Dong Bambang😣😔,3,login tolong perbaikin login tolong pleassseee butuh banget nya aplikasih respons bambang,1
4339,"yg nga ngerti cara pakenya buka yt yg nga ngerti bhsa buka translate,,hidup itu simple kalo dimengerti,udh good laah pokoknya",5,yg nga ngerti pakenya buka yt yg nga ngerti bhsa buka translatehidup simple dimengertisudah good laah pokoknya,2
4340,Aku harap sii ini apk nya lebih di permudah lagii .. karna aku pake y lumayan ribett apalagi pas daftr dan masuk nya itu bolak balik ajah di situ muterr .. gx ngertii lagi deh pokok nya,1,harap sii aplikasi nya permudah lagii karna pake lumayan ribett pa daftr masuk nya bolak ajah situ muterr gx ngertii deh pokok nya,0
4341,"Apknya baguamss tapi kalo mau daftar itu susah bangett tolong diperbaikin lagi supaya tdk ada dftr"" gitulo😐",2,apknya baguamss daftar susah bangett tolong diperbaikin dftr gitulo,0
4342,"Yang login login g bisa tu emang sdah prnah daftar diakun LR? Klo blum ya kgak bklan bisa login lah, kn akun belum terdaftar.....",5,login login tu emang sdah prnah daftar diakun lr klo blum ya kgak bklan login kn akun terdaftar,2
4343,Aplikasihnya sangat membantu saya untuk meng-edit foto sebelum saya post ke sosial media the best choice lah pokoknya 🥰🥰🥰🥰,5,aplikasihnya membantu mengmengedit foto post sosial medium the best choice pokoknya,2
4344,"Capek banget ngeinstalnya, padahal penyimpanan masih longgar ntah apa alasannya ga faham.",2,capek banget ngeinstalnya penyimpanan longgar ntah alasannya faham,0
4345,Aplikasi ini keren banget sayangnya separuh nya di bayar.tapi ngk apa apa lah.yg penting aplikasi ini keren banget 🙏,5,aplikasi keren banget sayangnya separuh nya bayartapi ngk lahyg aplikasi keren banget,2
4346,Aplikasi tolol Saya suda login beberapa kali Tetap tidak bisa masuk Kalo bisa tidak usah login login tolol Aplikasi tolol tolol,1,aplikasi tolol suda login kali masuk kalo login login tolol aplikasi tolol tolol,0
4347,gjls bgt dri pagi ampe mlm nungguin download doang dritdi gbsa bisa ampe ada lebih dari 8kali download tp ttp gbisa bisa!!!,1,gjls banget dri pagi ampe mlm nungguin download doang dritdi gbsa ampe kali download ttp gbisa,0
4348,Spliton nya kok ada yah kerasa nggak sempurna banget ngeditnya😭,2,spliton nya yah kerasa sempurna banget ngeditnya,0
